id,order_id,amount,payment_method,payment_date
9a9100d4-dd46-4c16-8b89-debd3f06600f,af8d333f-7c54-430e-bd02-bb9e198ed8e9,265.54,Credit Card,2024-10-04 10:24:19
a3d63f8e-fbb2-4aa7-8648-5ed1e80420e5,c7d5d1cb-e221-4e41-9e32-a4f155ba41d1,1943.6,Bank Transfer,2024-06-04 03:33:18
ef9fe9f8-7360-46ae-a240-85248de7bf75,cd30a32c-b1a0-499d-9103-de9f2c2af00c,313.69,Credit Card,2024-09-29 14:53:44
8389ae24-6e99-44fa-81fb-24d71372ff69,e643f476-eebe-4179-b067-d3d3d580d8be,1891.15,Credit Card,2024-09-19 02:57:49
4116f181-d623-442b-bbbf-275d4600efa3,d46f7b39-1cae-4ba4-bd2b-6d6e3464ec40,3167.78,Credit Card,2024-11-11 19:08:23
cff7c26e-d328-4220-9bff-f0cd41974ec2,ffed5461-266c-4aa6-a7c3-b61c2ad860f2,1533.7,Debit Card,2024-10-08 13:29:24
53b07fdb-3928-4cb8-b468-99fee343b8f5,4f50e3c2-8f15-4f76-82ec-e643fa6c023f,1956.6999999999998,Debit Card,2024-10-29 02:07:58
0ee54d23-886b-473d-8cc2-a892cef37529,79989bc2-53a0-49ae-a8eb-06dcf14b2455,2643.66,Bank Transfer,2024-10-25 07:49:59
82d1977b-36b4-45a2-b88f-90861b0143b5,6c476e51-718e-4a75-84ec-e40861f7e54e,315.12,Bank Transfer,2024-09-28 02:04:17
e5832210-fcdb-406b-920f-f8424281e805,22413285-4b04-4421-b216-61ca857ef7d9,945.9,Debit Card,2024-08-09 00:15:45
db938584-e8f3-4638-a564-323e6eabad38,abad7188-e16c-419a-8562-6ca3fa1816c6,1936.2,PayPal,2024-07-25 11:17:19
f8759f33-bece-49b8-afcf-6736b4edff07,22b318d6-2f26-4b19-9999-df76d0ccac95,1876.5,Bank Transfer,2024-05-16 13:06:49
df268bda-4339-4f5a-b126-10ef662cafc1,86a2e755-e91c-47b8-ac5c-012fea0553dd,458.36,Bank Transfer,2024-04-13 18:11:01
29148995-d4bb-4bc4-98a1-948cb60afd97,7408473e-5e9b-4e5b-bc90-8f57535d2b3c,890.16,Credit Card,2024-11-04 12:40:01
a744cc2a-2906-4d01-b3ba-1372ef499452,eb832c49-6c7e-4853-88ca-025fc6520c32,895.16,PayPal,2024-05-30 06:43:43
aec88c43-29a5-4c75-9f62-66d736c9006c,81097551-3214-4097-b06f-6a6274ac4622,851.4000000000001,Bank Transfer,2024-11-01 01:19:55
b215a1f9-7640-489d-9548-fe10fded2d60,6330b90a-eada-4213-8b9a-5975a3c47ac5,506.70000000000005,Bank Transfer,2024-08-19 05:35:38
da823b9c-5f9c-4bc2-a4f4-8fca4a97f786,e4f31e5a-9a32-436c-ad9a-a2830048ae57,3263.76,Credit Card,2024-08-13 06:17:51
d3922a34-4b22-451d-94e5-902db7a21990,1e94ef41-3b1d-440e-9d45-6c22f609a5a8,821.6999999999999,Credit Card,2024-03-17 03:41:02
bf5210aa-7372-4b2d-9b40-d2d138a3439c,916b375c-1646-4b8a-8d79-0e6aa46728ae,290.4,Bank Transfer,2024-09-17 22:39:34
4048f2a5-fcbe-41fe-bb96-1f4b4d546f48,0a7d5008-77b0-49f9-8bbf-cf7329784d75,440.58,PayPal,2024-04-17 22:53:37
7f481e45-3ca3-4e92-b964-a8a5e2c649fc,ae919182-8583-48c8-9f69-1f10a5f598c0,495.67,Bank Transfer,2024-08-11 12:30:39
9b465f09-7df6-4a2d-b272-647d997aaea3,9a06fbe1-031a-4bc4-b8b5-f0195b285ecc,1875.92,Debit Card,2024-11-10 22:27:35
bbb8aef8-e29b-45f6-8448-e357f92b3a65,f6e81495-3ad3-4b23-904a-e16b7b694432,3329.46,PayPal,2024-05-18 18:14:05
247cd7d6-2846-451c-83c2-559cf2feb8a4,42dfa90b-5d00-4546-af05-e3b814f8981f,3053.12,Credit Card,2024-09-28 08:02:36
e118f1e3-f368-47ec-84f3-7a4aa4dd080f,681f9c6b-6307-45c6-9507-f25a1aff31b0,328.22,Debit Card,2024-11-07 17:04:05
01397b31-a21d-480c-a471-e363fb4aed43,74491f11-fbc2-4ebb-8821-f522eb3bfcbc,396.56,Bank Transfer,2024-10-29 09:46:59
d66ac3a5-321d-46c1-8cc2-046324dfc4af,ae99137b-1708-4886-9ca3-032b67fffa8b,2016.5,PayPal,2024-08-22 00:52:55
5001a60d-e5bd-4cb8-9467-eeca5dbd4435,01192cab-35b1-4588-9d98-730feefe167f,1342.52,Debit Card,2024-05-15 04:46:18
5dc6918b-4012-4e98-8bca-e7004b16a8c3,cc13661b-d733-49d2-a0ed-cd03c0089801,733.16,Credit Card,2024-07-13 15:48:59
238de11d-824f-4400-b746-bb95444ddaf9,34cccbf0-3ddf-4e54-967b-79669461f391,735.75,Debit Card,2024-02-25 06:33:05
04c51367-97e4-4a4f-a37b-38ab1f287822,592edd29-eb40-48fe-b75b-24ea3f8834bd,1672.3,Bank Transfer,2024-08-22 21:47:45
5ff29754-e4de-4300-a830-0ef62b5bc7e6,152f41a5-e39e-4e53-9fda-ff5faaf92999,1354.1999999999998,Debit Card,2024-07-03 13:40:20
55ac7970-3a3d-42a3-8588-12d2f397bf72,a30565c9-8be4-4541-9ba6-85bec6bd475a,1117.74,PayPal,2024-11-01 23:23:55
707e07d5-73e6-4f9d-9df2-c0403de5c5ef,02f24324-b2ff-4b94-8918-396bd553f5eb,964.6500000000001,Debit Card,2024-10-29 18:06:35
8ce080a2-7fa9-4060-9940-a175eac078d0,403e0b0f-f801-498c-b9bf-70a596eec69e,491.40000000000003,PayPal,2024-06-25 06:36:30
e56d54e3-64ea-4ecc-a817-4b5548bfc50c,2743afc2-bb2e-440a-bfd1-5abd642f7639,2792.04,Debit Card,2024-05-19 13:43:07
63a82b3e-fcc4-4356-a4b0-cb662292bc2c,b0e0aa10-77be-45bf-940f-c6c7a0cbe8df,273.8,Debit Card,2024-10-08 16:40:49
08c1c10c-21dc-428f-aef8-60e0ba8511a4,05334ef2-af5f-4210-a347-81d98ca603ab,4677.7,Bank Transfer,2024-11-01 15:31:29
a5768c6d-622e-44d2-9816-2e109d5b9a8a,fd700ad0-0963-4823-ad09-5ee90a403366,334.3,Debit Card,2024-07-24 15:21:27
211036b7-278f-4085-aab6-33fc7dd9a9ff,13928218-c9a6-4b06-8dc0-239e6a4d6cf1,278.88,PayPal,2024-09-22 23:45:38
2e991797-2b37-45e1-92eb-38cacaebed84,783e1747-2298-45ad-a825-63937ece1c60,2950.22,Debit Card,2024-10-20 01:31:45
b0cb875d-4404-4a9a-af5e-7545495056fb,9f1992de-71ac-4c30-96ad-8fc8fecb42fc,304.20000000000005,Credit Card,2024-09-16 05:51:43
956b3562-e07d-40f9-b433-b50b140ac2fa,44c64ab4-f746-475d-a05c-b2268e354077,1975.44,PayPal,2024-11-09 14:24:20
e48dd9e9-84c1-4ef0-b34a-8f4425dd0e12,4587dec2-9896-4ef6-8174-d09a5b873eb3,1165.92,Bank Transfer,2024-06-16 23:36:29
e2d98031-df0b-4d68-a205-c396ed85f786,948a0c29-7d93-426f-8c45-2ccc9b7837d0,1423.4,Bank Transfer,2024-10-06 08:16:53
cfd52676-f45f-4688-b758-3827de83e4c2,a0191007-e65b-484c-9647-105e1361dd13,377.74,Credit Card,2024-09-22 13:22:58
bd3eec23-c215-4620-92bd-d09c5abf6b8d,f87459ae-b11a-41eb-940a-51968872a1f5,410.21999999999997,Debit Card,2024-04-02 21:12:02
b64bc0dd-6e3e-4847-b238-a351b2f10017,e5b96f97-643c-41a5-90bb-f75e8fccfb8e,413.58,PayPal,2024-07-10 09:41:14
7799810a-f175-4df1-9b83-8d2a2a6d407b,c5b55796-d03d-4240-a18a-acbb575f0e92,3391.28,PayPal,2024-04-22 02:50:40
2331582c-5e9a-435e-89e5-a03caa2646a5,b9be6c68-fd77-443d-b416-d537c005b1e1,2507.4900000000002,Bank Transfer,2024-10-24 06:33:32
5bb8f505-30fa-4f2f-a027-06f724a8c2ab,11041355-a658-403b-86cb-6ec26cbcd861,574.77,Debit Card,2024-08-07 18:15:09
211e1adc-91f0-459e-8f2f-49d6787239f9,009bb15f-42fa-4e9c-a2ab-2dfa7ab5827b,3723.7,Bank Transfer,2024-08-19 07:26:16
52af8e59-bb99-48b8-9d91-12458e883d26,e628594f-5ef3-4b7f-9f80-f3a492c91b6c,3309.9500000000003,Credit Card,2024-07-09 04:59:57
46acfd5f-bab5-47cc-9991-3f283aaa45ce,ba575f06-e77b-4366-a453-5f96a1c7d37c,343.86,Debit Card,2024-11-09 12:28:14
1d3e195f-c421-4af0-a5b8-7bfb7645c8fc,eaf5944f-c2c6-4e52-b4c6-51f82566d885,1802.8,PayPal,2024-10-23 04:41:48
c58b8a2c-32ea-4f96-bb25-10ce14543454,1a6ca26a-eecb-4ee9-9d4f-2f1bda1a14d4,610.86,Credit Card,2024-09-14 22:10:39
dc57a669-3f6b-479c-88e2-18a137feb290,1297e8fc-7a95-49fc-bc95-04dbb9449999,730.32,PayPal,2024-06-15 10:59:20
d0fdf156-c5fa-4fe2-90de-13c2c392a24f,89264b83-cdf9-4dae-8a63-fb26361abc1b,3136.0499999999997,Bank Transfer,2024-09-01 16:07:07
eb28a82d-f638-421b-a570-62ef17aa9f11,d8a7eb8c-57e5-4858-97d1-719e093c48f5,1390.36,Bank Transfer,2024-11-11 23:39:35
a0c14c96-49d3-4cdc-bc28-3f2d07568e6e,c25396ed-d278-4a6d-a02a-34061201fc8f,789.36,PayPal,2024-10-06 23:07:55
f48b5907-918d-48be-af20-de7a31955158,34ca5145-f19f-4848-96e5-2e5425ae5b7f,322.26,Bank Transfer,2024-06-05 04:19:00
268cd9e9-0995-4914-926a-a5e70158e622,2adeaeab-8f85-4694-9532-ac7cd61a151c,3301.69,PayPal,2024-06-15 00:51:56
1a990d62-a77a-4ac9-95c9-cd4737716475,8ccd779d-7f38-46f2-864c-5646ffbf4876,3489.04,Debit Card,2024-06-09 08:07:33
8682be2f-39a0-42a4-80af-98edfc850134,af46afce-7ef1-4feb-b63a-b871b6ddb39b,1745.28,Credit Card,2024-10-12 18:18:32
d54ccb3f-dd71-4cd5-bbe4-0bdcf42caa60,3b77b8a6-5637-429c-8cbc-6eb261dff2f7,2282.2799999999997,PayPal,2024-07-09 13:05:35
224c0662-e50b-47dc-bce4-bcc3c8ea218d,55e18f46-ccfb-4d69-909a-1dec7fd0c91c,2418.92,Debit Card,2024-09-26 04:50:30
9986d79a-9141-48dd-8673-6ce0aa379a78,bfc359cb-2e37-4309-988f-e186372d34b6,636.45,Credit Card,2024-08-15 21:34:42
63534657-f35b-454c-8331-95e5c55597bb,f1bc493f-f431-46a1-9a09-21ca912b17ea,4775.1,Debit Card,2024-06-19 23:59:37
70cbe1e0-8972-471b-b27d-2d0f89240276,e65a27f9-0a1e-4ddc-b511-9043b807537b,2122.15,Bank Transfer,2024-09-15 20:31:43
04570087-c386-46b4-a554-39813278b40c,8b506d1c-6ba5-4638-850c-42127a53bd05,675.71,Debit Card,2024-05-24 03:29:33
6008f1eb-016f-46e7-bf4e-05a78111cea3,7c1841de-7088-4cb5-8dc5-46704e15bfaf,2798.3999999999996,Debit Card,2024-11-08 07:36:40
0ad33d85-20f5-496d-971e-eca6c9b2e240,664958a9-b56f-4960-baee-a1995c28e10e,743.89,Bank Transfer,2024-09-21 23:18:35
c1134990-ab72-42bf-b06d-b715abba97ec,870f9f3c-d934-4ac7-af7b-a7d9a9f02877,1905.95,Debit Card,2024-11-01 09:00:10
aac500d5-2000-46b5-89ba-ff01eb11f232,d48b3175-80ca-459f-9fe9-4edf0c712f58,1392.42,PayPal,2024-08-31 06:19:24
7e87c615-61d7-4b06-acf8-60543d0802d3,fd910e7a-fb84-4142-884e-7f52089d5362,1819.38,Bank Transfer,2024-09-17 07:38:55
3ae127d2-f6cc-4afa-b0e8-25580447098e,3214ab08-e2a7-47a6-a537-b010c8da01d4,2226.5,PayPal,2024-11-04 03:22:10
26efdbec-9be8-47cf-b802-aae2d20fc417,c2810c48-462a-4b02-9163-64767b0f2774,1229.82,Credit Card,2024-10-11 11:29:03
e1fd12a3-360a-4a29-a282-21616be1c6b3,8c4ec517-fec4-4596-8ea2-b74bfb2dc03a,778.0,PayPal,2024-04-28 14:22:07
7593d21c-5975-48b4-897c-89c160101b9b,edc334f6-46b4-455e-b950-299f5b96a06f,1068.7,Bank Transfer,2024-03-24 03:10:02
eca31c76-7b97-4a80-8f9a-b944c02a1d5a,e8ba0cab-af60-4c24-a5d6-24181a6aa14b,726.6899999999999,Debit Card,2023-12-25 08:08:03
11d43df2-9cdf-49ff-98c4-471bfd41f882,ddc6b65d-971c-4ff2-816a-0ad5c53396d7,732.0,Debit Card,2024-11-09 11:19:27
f20a0533-4a8a-4169-a780-92e58a9af3c1,9cdf20a6-b48d-415d-9acf-eedb02a0882f,1218.5099999999998,Debit Card,2024-10-14 19:51:07
4f598963-0158-4f81-ac65-f540f7b1da21,2bc8cd40-564c-410b-8cf3-c4a1a967545f,1931.9,Credit Card,2024-06-30 21:24:51
8e54a661-e06b-4458-9467-02226ab82996,4c7ddb40-5f38-4be8-86b1-7cb1b56db681,2860.08,Credit Card,2024-11-05 08:35:27
f079bc6c-291c-4411-94a9-fe1d2913238c,87648f75-dbb0-4b57-84a5-bfbeda705dad,720.66,Bank Transfer,2024-06-17 14:49:24
729136ed-fa78-499d-8b38-ffb068f4f170,fa43b6ca-4e69-42a7-bfa9-5223f2af197f,1178.22,PayPal,2024-03-18 22:54:58
5c836df5-00d3-4e3c-8963-5b9a34c9945a,99c6e1f3-f4fa-46cd-8433-a13cbb745043,495.6,Debit Card,2024-08-25 17:19:32
b0570586-b977-4e15-9716-568ef9eebe57,1e6f9d12-c574-4601-817c-b3a4f6336e00,124.8,Credit Card,2024-05-13 18:31:30
5048a705-7e06-43ae-9a9c-15dd0783ce34,390d9126-70f4-43bd-ac7c-909c769cd264,2484.4,Bank Transfer,2024-10-30 01:25:53
98974534-fb11-4ef9-9734-0bc55b35ae30,6b234e15-81e1-4a04-9b7d-9949c3e31555,2032.96,Debit Card,2024-09-12 22:32:45
3d59de94-f01e-4484-baa8-9ea47ed1db95,a52691f6-35dc-47e5-8c94-797642017387,1266.3000000000002,Debit Card,2024-03-28 12:30:09
dc09db1e-59da-42ff-adf1-0b18ec72b06d,80e8ecd8-02e2-4d95-b4bb-5c2d15e725d8,44.96,Credit Card,2024-10-19 00:32:06
b4391e7d-4d6d-43f6-8322-17d1a5450f3f,94433303-c718-4ae8-a3b2-9b16ffaa6d61,653.79,Bank Transfer,2024-11-09 21:35:52
7fecea0b-89e4-45f9-9e02-4919d59f02ef,62ad6dc2-62aa-45a2-8a07-425b108f3a27,972.3,Debit Card,2024-07-24 02:28:54
6a058f89-ee44-4764-a5c4-a3e7f9350c9d,b08635ec-4f4b-481b-a54b-6ef86f751d58,342.42,Bank Transfer,2024-08-17 05:46:12
b69c8051-fc8e-4a53-998e-f4f10652f0be,444e3394-bff3-4b3f-a172-9eead335e228,953.36,Bank Transfer,2024-11-01 08:37:37
8353246b-46a9-4d98-94b5-2590d53e1bfc,6a71f062-a67d-455c-a0cd-51bab6b1900d,1107.92,PayPal,2024-09-11 02:17:31
60f9ba04-429f-4bc9-b456-0b6d247acf31,b81c8b4e-ceb6-4612-b9d7-4b882d99883b,270.24,Debit Card,2024-03-05 02:59:15
30aca68f-90ec-4f38-97db-2ae5b4f39d26,c2a743c0-fb0c-469c-bbb4-d566bb143abc,777.58,Bank Transfer,2024-05-30 02:04:36
7401db88-3128-4735-acff-0d314a8cda92,69d92f3c-a8ea-4203-ad0f-0a344534b49d,1313.96,Bank Transfer,2024-08-28 08:22:11
92687243-2260-4d92-b361-b63a492fd07a,68bff6f1-eddd-4cf8-a9c8-4889947b82cf,173.52,Debit Card,2024-11-07 06:22:24
fa299253-b25f-46c5-af17-f521eb11ebbe,ed82a6fa-0afd-42f9-9f9a-2fa89417f2eb,382.1,Credit Card,2024-11-02 01:30:58
e07e6f1c-5096-4309-9800-95f50e07ce1c,a129ff08-86bc-4cf7-a0e2-444c9df4cf96,649.02,Debit Card,2024-09-16 01:49:58
dcb20a39-033a-4910-a127-3ce8fcd41927,dc23b929-605e-4b6b-b79a-70eee2ccf6a9,1238.79,Debit Card,2024-10-27 04:19:38
76a8f4fa-3536-4fdf-8cb7-f6ba7499fd33,3e3a69c4-4142-4941-a083-375e263b6c63,2371.1800000000003,Debit Card,2024-08-14 09:52:10
2b4ee49f-5a15-4a25-9dcf-721622a8303d,03b41dd2-9519-489a-8a39-7b20a7628b64,370.58,Credit Card,2024-04-27 07:20:00
14a82343-e879-4968-a499-1283306cb3bc,f6567ff1-21a5-4ca9-a221-a90eff0c5f7f,1091.55,Credit Card,2024-05-30 13:10:09
b6b5990f-bff4-481d-8c31-946ddd446879,b37a9f66-2207-4609-a3bc-384801ccdd4d,458.86,Debit Card,2024-11-01 11:54:09
d19fbe34-6f96-4cb5-9c89-444480dacf24,d670ef31-7c00-48f4-af88-7e700aa4ec91,408.96,PayPal,2024-11-05 11:25:41
d6a1eb3c-e8b6-4299-a011-ff7a2c2b2a33,c64184b1-73f0-4009-9e78-27cb4da9182a,2917.14,Debit Card,2024-08-26 15:37:17
c20582fb-4eff-4456-acca-1ad8c08d3106,a4dafd69-8f29-4a59-a888-30920678cae8,832.4,Credit Card,2024-10-30 11:37:29
d1d73e4c-dc42-48d0-84e6-a1dab7a30fee,4d221ad2-2eb8-4a34-8cd7-66a8772e585f,321.85,Debit Card,2024-03-08 11:46:40
21dab15e-e1e4-4035-bc73-51e04fef50b2,e1a57b14-a569-43e9-8269-9540adda22e8,1712.1000000000001,PayPal,2024-10-02 06:37:02
1d4791de-9ea6-47fb-8da5-fbb198cd4bae,3ff50725-0e89-4704-a298-9d51a3a8bd15,976.48,PayPal,2024-09-22 07:15:33
7e4074d8-ba97-46f3-ae6e-f91350db839d,ea8f70ca-ee4d-4f65-a34a-2d12dbeff6a3,476.44,PayPal,2024-05-03 16:33:07
780b089e-de42-4048-ab11-91bf3c29f2c2,1997a18a-94fc-46f1-902b-2891c71f71da,198.51,PayPal,2024-04-01 17:21:04
f8ecc9a8-1274-4a94-b69b-ea785cdb3579,3246021b-30d6-495e-93ca-167e38bfa972,2097.69,Bank Transfer,2024-05-31 20:47:34
1a2c7ef7-8b77-4bb3-8a55-36c7a42aa2ec,c967bec8-2e38-466a-8f2c-1825e3111df8,3200.96,PayPal,2024-11-02 14:02:12
2e662c7b-b461-4edd-9c89-360d5a4ea401,c25eb3b5-7bd6-460a-bd1a-7f2e0ff05348,1252.0,Credit Card,2024-05-30 19:37:04
5c5e77ff-738a-465d-a92e-f7f9026681b4,c0e86146-0f29-462c-b98d-7d1c0a0beab0,169.72,PayPal,2024-10-21 23:38:41
