id,user_id,product,quantity,total_amount,order_date,delivery_date
353c5225-44c5-4040-9c81-61bcb0829284,bf8e6f7d-f390-4224-80a6-49d9851917a1,Vasquez Group,8,2475.06,2024-09-17 23:05:22,2024-08-07 23:37:34
dcb9523d-c249-46ea-8895-b1ded381ff59,0580bb35-eb3e-4be2-b351-e049d9611e06,"West, Brooks and Vega",4,3963.44,2024-02-17 04:54:38,2024-10-20 09:13:54
b6fcc7af-c65a-4d30-a3f7-b17936971907,9f350f5e-5430-4538-a3f4-fa5e7a4a0cd0,Turner Group,3,303.6,2024-03-04 21:18:43,2024-06-29 09:50:02
1a60e813-25b2-4c22-993b-717cd4c58a98,a3f06059-3f46-4f46-be6e-e7d84cd52927,Butler Ltd,3,1414.24,2024-02-27 01:37:02,2024-07-11 06:09:13
01606e6e-c10e-4943-b00a-405903fd9a7e,d972dc64-4ced-4626-b820-1471a170c441,"Pena, Riley and Valdez",2,1812.0,2024-05-07 08:53:02,2024-03-15 04:26:35
e2387d1b-9248-4f8c-aae9-e2dfc5fee48e,b7fe6560-365f-41d4-a522-e23a5415c000,"Eaton, Leonard and Mcconnell",2,2962.8,2024-04-22 03:57:28,2024-02-13 19:40:37
4d6774ec-0615-440d-9cce-d7858fa7a9bb,0a8edb07-472a-4509-a4ef-074803345160,Stanley-Lewis,4,907.84,2024-11-09 12:10:20,2024-04-25 23:53:37
30e8685a-123e-4123-81f5-e49e55af1413,5221a60d-12db-460f-877f-2a7ebab56430,Black-Wade,3,2555.46,2023-11-17 09:15:14,2024-04-02 18:23:35
e2b04d8c-0beb-441b-9acb-dd53b944bc7e,0098e1ba-4ef4-4b98-8b62-dc7600e2988e,"Wilson, Quinn and Keller",8,142.85,2024-03-27 00:00:28,2023-11-22 08:55:54
584db3ae-7be4-4bed-8879-633816d9abdb,db87b18d-a2dd-4478-88f8-23cc8bc96b77,Ayers-Atkins,1,3428.25,2024-05-24 18:19:09,2024-06-10 20:27:04
75ace237-029b-4057-b2c9-d1cdde394e65,9c21eb6e-3de4-4f4e-9daa-3496b7be626e,"Williamson, Mullins and Curtis",4,566.86,2024-06-05 07:36:00,2023-12-05 23:49:15
2909f7b8-7beb-46d0-8ba3-463fca32bd3b,0c63aa1d-c9a6-4bea-9eea-3362e5359459,Moreno-Walker,7,578.4000000000001,2024-04-02 17:29:05,2024-05-26 06:25:13
7be55790-ce23-422e-9c9e-cfd558b1259b,1d52f79f-fcac-4e71-8e6d-3a46470452a8,Johnston-Walker,7,361.3,2024-09-07 23:16:16,2024-10-09 00:04:29
421722c8-4242-4bfc-bdec-dafafab67e2b,785cc205-776a-47d3-a368-a80cd3add2a6,"Taylor, Melton and Gonzales",8,3898.08,2024-01-26 07:59:04,2024-01-26 12:03:35
abb8c8ac-224a-4c4a-b402-45f3b7850dd9,c3420041-3e2d-4f1a-a86a-039f43ba9e8b,Scott-Diaz,7,1168.2,2024-07-24 18:08:38,2024-06-03 02:17:13
50da9b25-2fee-4a1f-8b29-0594418c7234,320283c4-c6d5-4914-bcef-015ee6bc8552,Schwartz-Perez,3,284.76,2024-05-16 10:29:24,2024-09-17 15:18:11
c49eb00d-9644-4a9d-ac34-708db6e755b4,b439989f-f355-4866-b25e-cc390ab8d036,Norman LLC,2,65.44,2023-11-14 21:08:01,2023-12-07 17:27:11
5b26868c-a3e9-4cec-846c-e0abc8bd6757,835a29ef-c0f2-413e-95bf-513c5472019a,"Lane, Hart and Gonzales",9,1977.8500000000001,2024-02-15 16:45:32,2024-02-22 20:45:48
dab06bcd-5b75-4a4f-8920-cad0efc76387,f08198e4-3cfd-4965-be08-71b30ca5cedd,Gomez-Holden,9,1221.96,2024-05-31 17:04:50,2024-04-28 00:15:07
feded486-6033-4d2f-8875-280561da2a26,e9f88063-8ddc-4d04-a326-29fe2019b536,Cain-Wagner,4,481.65,2023-12-03 12:46:28,2023-11-30 17:34:42
258b9e33-992b-4825-a4f5-a11471690434,4355f16f-90bb-4f12-9690-446440aba285,"White, Christian and Hardin",4,257.04,2024-05-20 09:05:12,2024-09-26 05:32:14
cfd17f06-1792-48b7-9446-c658c249703f,3edd9be5-6d0e-4ac5-b674-5dbe867335be,Garrett Inc,1,927.9200000000001,2024-04-24 06:14:02,2024-03-18 13:54:15
93b2b747-69c7-4a47-8d26-96b3364331a6,f1b0d1e9-0cba-4c9a-89f9-1748c81278e9,Gomez-Schneider,7,1473.3899999999999,2024-08-27 17:55:37,2024-09-05 09:49:10
cf5454e8-5581-4d4d-87c7-72a21e839f06,727b1126-67a6-4d52-a88e-0a47213b136f,Young LLC,2,935.3,2023-11-15 02:56:44,2024-07-14 13:30:45
7e712447-ca8e-4c42-ada9-71d010b54546,0fbbdc45-f9dd-4a04-a8bb-b1f2f8bd5a1c,"Sellers, Anderson and Miller",10,2025.75,2023-11-23 11:14:14,2024-05-21 02:35:48
f3bd883e-5d04-46c6-9d03-2822e0513cd0,c4458553-3113-41af-80d0-25b9ca114298,"Johnson, Smith and Gibson",10,224.7,2023-12-20 01:41:46,2024-07-13 01:14:31
86640031-6677-4bd4-8b35-86b235681f48,04fd7280-5d0d-4b9e-95d5-8b29d0e34958,Casey-Saunders,1,1131.72,2023-12-06 01:36:28,2024-01-11 05:23:30
5641d06a-4620-4f8a-8eb6-cc42d9df7a34,cdabfcc2-157c-4d15-9bd0-f0b981e5d551,"Duarte, Hancock and Chavez",2,2474.5,2024-06-21 00:48:10,2024-10-16 11:28:57
1bb4609b-6aea-43da-8ff5-75872ec05cd0,458bf802-a97f-466f-8661-b9d7957c8337,White and Sons,3,359.28,2024-05-24 06:13:21,2024-07-18 04:33:42
ac9a72e0-48eb-48cb-8c10-5e266f52fbc2,0881138d-1839-4ca1-9995-862e97b8dd8b,Wright-Nelson,5,2380.9,2024-10-16 16:10:37,2024-10-03 13:02:41
abad240a-2495-4ea6-9352-42280cbc4249,d67539d9-08eb-4454-8c43-080ab05560dd,Schneider PLC,2,490.62,2023-12-07 14:31:02,2024-11-03 11:16:50
2312d3c6-a30a-4af1-9c91-fa8e97e5a1e0,1496a3d8-9f19-4a9e-9c69-1ada0461dbee,"Reed, Hernandez and Strong",10,817.04,2023-12-03 06:29:14,2024-06-19 10:44:18
8e1d0a7d-3387-4f57-b491-f0861e8192ed,7ed4f2fe-6150-48e3-a675-8c201d6c0e52,Miles PLC,4,2794.2,2024-05-20 17:40:17,2024-09-26 03:51:09
e90a5538-18e2-4f29-bd2c-a4054dda94fa,708edfaf-4057-41fb-abfa-b8fe455e39b7,Bonilla and Sons,9,2999.97,2024-05-16 19:02:40,2024-03-26 11:11:27
96e3b1aa-513d-4281-96be-74630ee75a90,69243abd-a41f-40ba-9925-760f0e1b3ee9,Watts PLC,2,123.98,2024-07-31 18:33:10,2024-03-14 23:28:24
918f2239-52a1-4f5b-b31f-ac1b59e9cad7,4f8b1859-25cd-4127-a87d-9d000bee0593,Foley-Johnson,2,1551.04,2024-04-23 04:57:40,2024-10-22 04:58:26
0440c876-5ff1-46de-93f3-e7df61bf2a60,8b90f620-662b-47d6-9f2a-ea2e2ca4ea8c,"Grant, Sanders and Snyder",7,409.57,2024-10-10 10:45:11,2023-12-23 06:40:05
c3f53151-3c25-41de-9ebc-5b31243c92a0,c1d35fec-f9eb-46cf-a33b-8e156a57e5f6,"Davidson, Levine and Shelton",8,409.93,2024-01-11 13:41:39,2024-05-16 16:54:36
60de1a81-afb3-4163-802e-a60a128a3d18,1ea270fc-e47d-46f5-b33b-97ea53a19eb5,"Kennedy, Walker and Coleman",9,2103.39,2024-02-09 16:40:42,2024-03-16 17:43:40
d184310a-5171-4032-99b1-0563a78d4156,eed020e4-1a6a-4490-804c-800dee7d4758,Jenkins PLC,7,238.8,2024-10-19 03:36:19,2024-10-12 20:37:37
3d5e512f-1e40-48d0-b7c1-db369dd93851,dbd9f17d-02fd-4842-b32b-9344b78b074f,Moore-Green,10,515.8,2024-04-19 12:46:23,2023-12-02 21:43:08
bbb6e0c8-26b3-4e55-bcc9-eae7c7c80e73,818177f6-e459-497f-8912-2901be07ec15,Stanton-Miller,4,358.4,2024-07-06 08:47:03,2024-08-22 07:27:49
4db4f06a-f668-4bda-ac9c-04c545a88938,0bbd9bb9-b911-4127-88b9-a1c2db6fa797,Cooper-Reynolds,9,780.75,2023-11-15 20:26:33,2023-11-24 05:39:45
a36f5b23-de80-47ec-b26d-d5b209e828eb,8279fdc7-8a14-492a-9f39-7dcea6d41a63,Ramos Group,8,573.84,2024-08-16 06:05:09,2024-01-30 20:05:30
4b2b3b8f-cb1b-45e1-bd3a-a54b669d4033,7204b348-6340-4a5b-b1d9-9238b6ebccde,Bauer Group,9,532.28,2024-01-27 04:56:56,2024-08-29 04:17:54
b86e0179-bf6d-4c6f-90b5-6e1624246e57,c104861e-7b41-40fc-bbbf-f04b8cf17208,"Ortiz, Bryant and Singh",4,108.45,2024-03-06 13:07:26,2024-03-16 22:34:07
ac351fdc-f9fa-49fc-ba35-145d08133507,8d195df2-f9ea-4ac1-a959-2d84fb3932cf,Jenkins and Sons,9,500.25,2024-07-24 17:03:30,2024-01-30 12:04:25
52ccb4b4-e623-40b5-b9fa-a4fe4e5065c4,121289ae-489e-4899-8a32-16c345a2dd5f,Nguyen Ltd,7,222.12,2024-02-13 23:28:28,2024-06-14 09:08:02
a7a58ab3-cb28-478a-920b-b3c0885492db,731c2d08-8c7c-479f-b495-6d3dcf609602,Carlson-Smith,3,361.94,2024-06-23 20:24:10,2024-05-06 16:26:50
7ae61d28-fb2e-4093-8b35-ce8737bd1de5,6299fe7f-4e5d-41c0-8833-16608244af62,"Rowe, Martin and Short",1,1449.04,2024-08-02 16:03:38,2024-11-09 08:07:16
302968c5-d75e-4361-b0fb-37ca58059a1e,56e057d6-408c-4d05-93b5-279398556264,"Knight, Brown and Pratt",7,4402.799999999999,2024-11-05 21:38:05,2024-05-22 18:53:50
683e5a8a-14a0-44f8-8d07-0fd9fe29942a,95d8df5e-cf35-4e63-b25f-3dbc7d59df3d,"Martin, Ramirez and Mcclain",7,3467.31,2024-04-04 19:15:41,2024-01-22 12:51:56
5c9fdbf1-2bd9-4f35-ad00-27e1d536b231,116f7251-0f14-4881-8347-12303f87ca20,Berry Inc,3,1907.1000000000001,2024-08-29 18:39:49,2024-08-12 22:00:35
14a3019d-3cdc-4c9f-a93d-0155e11c7caf,35465c05-a6f3-49c2-bbd2-8dd1866f1eef,Martinez-Durham,2,152.58,2023-11-20 21:24:43,2024-10-12 16:51:49
0d4db6be-538a-4d03-acd4-d168b3c931af,a3e7f79e-45cd-4caa-bb53-bb5b68048d08,Meyer-Lewis,10,1008.88,2024-04-26 09:14:29,2024-11-03 01:07:58
13c33246-ed5d-4577-8c82-e30f2fcabc97,23d289f6-b949-4a2c-9bef-bb964f6b65da,"Herring, Russell and Hall",6,372.29999999999995,2024-10-11 18:09:55,2024-09-08 09:34:47
1a168149-0298-41cc-8456-a9b03f9add2e,01ab3be9-bcf3-4c67-8b5e-feb9888e9e05,Olson-Hopkins,5,1217.4,2024-08-02 01:26:54,2024-03-22 02:39:32
7adc722c-075c-46b5-8e9f-f11bb6d8315a,42aba2c8-297a-415d-829d-ee520a47690e,Wallace-Jordan,9,811.23,2024-07-02 21:37:20,2024-09-06 15:34:36
35fefd14-1bc2-46de-ba77-3956335001e2,430c3120-ef93-4e38-9464-8572665525a2,Davis-Reed,2,3637.89,2024-02-29 14:19:40,2024-04-01 23:29:45
40bae561-685f-4c7e-a4c8-2d82d66fbdf4,7a06bf8f-46ee-49b1-8c23-7d6e87a873a5,Miller and Sons,3,1299.76,2024-08-12 17:53:54,2024-05-24 03:30:16
f6ffba7f-5893-46b9-a8fd-82b1f140993b,7c4efa4b-1b76-4926-9d17-60675af02dbd,Garcia-Farmer,3,2120.7599999999998,2024-07-18 06:20:58,2023-11-28 13:08:20
0291f6bb-742c-4e84-ab11-e61723b81598,4db5f757-eb12-43fa-a260-8ff65d6133b9,Riley-Dillon,8,1257.3,2024-05-09 07:01:04,2024-04-09 00:45:11
71c14c5e-2b74-4790-ab68-a571d9ceca80,0f934b76-a4c5-42d6-a6ce-9f00f9a3326d,"Miller, Wright and Burns",7,3983.4900000000002,2024-05-01 10:04:25,2023-12-11 21:29:18
9f088b12-e307-4924-badb-ae1404a9de58,e7bc52dd-7bf3-49a8-9499-30583a479f12,"White, Thomas and Cook",1,3641.44,2024-05-02 21:46:41,2024-07-19 08:11:53
c88fe5cc-aa3b-4f82-9dcc-107837c0ce38,3b798029-4b20-41a5-a34b-0f2d0423d749,Pineda and Sons,2,687.6,2024-05-05 16:35:05,2024-08-28 01:00:42
51d8a157-7681-4039-a595-ae1120855e07,16b20624-17a4-4534-af1d-f3ff15b6d5cf,Hendricks-Richards,5,439.79,2024-08-19 07:25:23,2024-03-06 20:07:34
317c947c-8c10-448e-91dd-ddd2fc92d552,4b00ffb5-337e-4136-8ca0-f91ada28247d,Taylor-Duarte,2,15.26,2024-02-25 10:20:31,2024-02-24 02:14:03
db63711f-7c95-4b94-a8f0-30a2a86afd42,f776a96e-6d94-4308-bedf-c011b6e9786f,Phillips-Jackson,2,45.79,2024-05-22 02:11:21,2024-10-04 18:03:23
6b311034-b973-41aa-9654-4ebd0605f2a5,591d281a-f44e-425a-90ec-74b0251353ee,Perry-Wagner,7,2803.2300000000005,2024-06-02 09:02:06,2024-05-05 07:47:37
18cbb76a-fa6b-44ba-b56b-4c4bf1866e89,c572cb95-2da4-4b41-bff8-cff0646b820a,"Trevino, Jenkins and Johnson",1,423.79,2024-10-22 22:18:33,2024-07-26 18:45:23
5c7d1d73-b270-4e89-8ad5-9784292f1cb2,cd088433-e2b0-47be-a0b3-95d4b76104bb,Reynolds Ltd,6,2028.96,2024-09-15 04:35:07,2024-10-30 19:34:40
2afb9060-cc84-4d15-96bf-344513590f63,85f1cf7e-3ce3-4980-9824-d4e20bccbe30,Johnson-Maldonado,1,1872.75,2024-10-14 18:24:46,2024-03-16 15:57:51
b1a991f6-62c9-4eac-b53a-94bc4b28f521,de36a93a-af80-4667-a616-63b2f8efe453,"Zimmerman, Yoder and Valdez",5,1357.6200000000001,2024-02-10 21:06:58,2024-03-16 17:03:17
8c8e74f2-b732-4611-aaaf-751c4feb6e59,563205d6-7676-4c08-a079-8fababec8336,Byrd Ltd,1,582.16,2024-05-09 11:58:34,2024-01-07 12:23:28
f2661051-66cf-4380-af42-a66afba38ed5,ec17594c-8a90-4fe3-9df6-ab9be11c4e1e,Malone-Smith,5,2849.3999999999996,2024-09-19 01:51:28,2024-08-07 07:38:47
323b7b62-a778-4be7-8c47-5232646517c5,260c428b-b9de-423f-9169-1a94e6643923,"Barnes, Young and Harrell",2,42.27,2024-04-28 00:02:26,2024-04-29 23:17:14
dbbdc379-0df7-4bbd-a356-9bfee848f2aa,5c480263-7c1e-42a4-b11a-c5ffa9c54b6d,Hall-Thornton,9,84.94,2024-05-20 04:41:47,2024-10-10 14:54:06
31a04c2b-64fd-4b57-8349-c3210ab5f3b9,47ff2a6b-722d-47ab-8f1c-5357fbde82e7,"Thompson, Peterson and Brown",6,920.16,2024-04-18 02:01:12,2024-08-22 21:02:13
4d9b64d4-69b4-498e-b329-8c39c72b9db6,32e6f27a-18d2-464e-b9aa-f25880a3bc25,"Delgado, Phillips and Lloyd",4,488.92,2023-11-29 12:41:02,2024-06-02 03:28:34
7d9a67d9-e40e-417c-b665-87aac97025aa,47a6d8eb-1705-4b1a-8a4d-fd7627a95d84,Anderson PLC,3,1757.45,2024-01-17 17:58:52,2024-04-17 14:33:43
8eb281ec-bf53-45a8-a721-7f77cef8ecba,d39e733f-7174-4512-a087-a5a06c433ba5,Wilson-Davidson,10,956.4799999999999,2024-07-15 17:31:28,2024-04-27 04:21:46
c76e0494-b77e-4e64-aa2b-bc6a9b56e629,35a7988a-84be-433c-b8cc-5497dffc91b8,Johnson-Evans,5,495.6,2024-06-13 06:42:13,2024-07-07 19:27:03
f6ae2f91-ba15-4400-be8f-d54a423cbe75,e92f0d3d-ea8a-4c29-9250-6bedebc866bd,"Fox, Perez and Blair",9,830.8799999999999,2024-04-21 05:53:02,2024-11-01 02:22:20
c152dbc9-f0c6-4409-b0b0-055850921232,03c5a434-e003-4a31-b6a3-87cca43c6868,"Taylor, Murphy and Bailey",4,303.3,2024-01-26 06:58:54,2024-03-19 08:32:35
d3e0e383-94b6-4909-9e97-573ce3166730,e8499589-5855-48c7-95ee-b0fd6fa592dd,Gibson Group,7,4099.860000000001,2024-10-13 06:50:35,2023-12-23 04:20:32
10a68e53-1d55-493e-8e4d-363b369b466c,45e27436-d64a-4adc-b24f-7fda042e85b8,"Allen, Garner and Gardner",6,4258.6,2024-07-21 10:16:15,2024-11-09 08:36:42
41c14cae-d9c6-4e20-ae5f-f3807167cb3a,1e2d6996-685c-4f70-a108-e13d69c56166,Price-Reeves,2,529.32,2024-07-30 13:44:34,2024-08-01 03:06:46
98b4d9bb-7ada-4959-812d-c83d1c3ee289,41922afa-cb45-41f8-ad23-8ee82d6730d7,"Taylor, Murphy and Bailey",5,606.6,2024-04-17 14:37:10,2024-04-24 15:29:26
dc2b9792-7069-4c99-9d36-ace44ed34b30,01a16051-11fc-4c26-a817-b9be3839a7d9,"Wright, Craig and Shepard",7,26.6,2024-09-01 19:40:40,2024-05-07 16:05:53
e85bc0bc-556e-4551-9708-b31034c24982,cc01dd07-f2a0-40fe-9077-8084061b294f,"Turner, Moore and Hancock",9,874.51,2024-05-19 23:16:29,2024-09-17 19:51:34
c42842a1-83d9-453f-a948-7dd6deed4e52,5245674a-21f0-4639-b82f-b8d144654212,Wilson-Ramos,2,623.32,2024-08-31 16:00:26,2024-02-18 11:40:12
9c42e140-849d-41f1-9f3e-26199840fbd5,d3da3837-1afc-4226-91a0-29aef9d7d414,"Fowler, Henry and Rodriguez",8,1329.5500000000002,2024-01-10 17:41:10,2023-12-28 08:02:23
3d6fab10-e804-4430-a357-0a7240020d57,29bf02d1-14f9-4546-b0e9-ec5261f31bc2,"Mcgrath, Matthews and Robinson",1,988.92,2024-08-08 18:06:39,2024-09-15 19:35:32
7a287989-2ba1-48c9-a177-3b1e427dec1a,5e11eeb9-657b-4779-b6c8-cc5c6c19e059,Ford LLC,10,1321.02,2023-12-08 15:05:14,2024-02-23 01:48:31
e511b45d-9507-4067-a8ac-302e82ed2aca,b16c00f0-c571-422b-ae96-c6b95bca0166,"Nelson, Guzman and Higgins",9,1382.5,2024-03-05 01:43:36,2024-04-23 19:56:46
65204a60-afb0-497f-8631-04268ef24b63,9727c8d6-97ff-4a57-be70-926b200d2afb,"Payne, Davis and Cole",2,67.98,2024-01-30 09:35:37,2024-03-22 00:20:39
50222a2a-7ca3-4356-9542-b9c1cc3357e9,ea8b69b7-9540-4238-b396-3f265b324447,"Parks, Thomas and Quinn",7,293.52,2024-04-06 20:51:34,2023-12-04 19:21:30
198cde17-6ae5-4a63-9351-9f43a7bd3126,196bbd1e-c29b-4ac2-adda-6c8590dfeb5d,Davis-Chambers,9,1278.56,2024-10-17 01:36:51,2024-03-21 03:08:48
3d338003-fcde-4942-8695-6053dfd51e75,f36ffa78-4ad9-40d0-bff6-354636f4ec3c,Roberts-Camacho,5,3207.96,2024-11-04 11:54:03,2024-03-14 13:55:52
ee6ed3b5-2670-472a-90e6-667d476f041a,8eb8fb11-79bb-42fa-a849-07e8626ab7bb,Bridges-Johnson,2,507.14,2024-07-28 08:06:55,2024-06-15 10:07:18
a32a211c-ae77-4682-8f2e-506d7a8dd779,cdac915f-4a96-4170-b502-2d659503f956,Forbes-Barry,3,472.04999999999995,2024-01-12 07:13:15,2024-02-05 20:17:10
3e95ac10-6cf2-47d2-8dcb-5030d4f81cc9,9b981f0e-256a-43a2-9579-f1cb4ae63530,Clark-Johnson,8,4284.8,2024-10-09 12:15:33,2024-07-23 04:12:10
1137ba39-ac40-4813-a23b-e31310aa5fa9,cd088433-e2b0-47be-a0b3-95d4b76104bb,Lamb Ltd,9,1416.8,2024-09-06 15:17:31,2024-06-06 10:00:58
eff47882-fe33-4ef7-a949-2f7d33749c79,54ba48c3-9bd5-4ee7-b958-d211125d6a80,Steele LLC,8,635.8,2023-12-13 09:52:28,2024-10-14 11:53:41
602b32cf-efce-4fc4-a59e-94f8bbe7ed9c,ab52efd0-ac30-4c28-b184-e37b136adf02,Rhodes Ltd,6,150.96,2024-03-10 02:51:13,2024-09-23 03:26:49
dde34625-46c9-4579-bd17-8d38d5002198,8bc1089b-a2f9-4c08-b475-fe10ee804bd0,Jackson-Griffin,1,2578.7999999999997,2024-03-30 07:35:47,2024-08-21 17:22:26
bfaae998-317c-47fb-b26e-d315b2d569a7,d7e3f1be-312a-4b84-aced-f672ceb14602,Gray Inc,2,725.76,2024-04-09 16:01:50,2024-03-23 10:53:02
b880b7d6-18e9-4bea-8223-55659e0ce107,01a16051-11fc-4c26-a817-b9be3839a7d9,Thomas-Martin,2,2718.9,2024-08-05 15:46:55,2024-05-07 14:18:33
a4950429-bb26-492d-8b1b-9fee68ed496f,d36ddbc3-3545-4a02-81c1-252b98ecb38e,"Moody, Fox and Vasquez",2,260.6,2024-07-19 04:22:51,2024-04-05 08:50:42
c7e65a49-5a36-4635-8b88-127d40fce31d,66603cb6-6113-479e-805a-e09da615e290,Holder PLC,3,2757.92,2024-04-28 18:20:30,2023-12-10 19:28:40
37459e0c-95f7-4a44-9bfe-19a97eeec03d,3738d597-7db0-4ce9-8ef5-4fca7d68afbc,Ortega-Cohen,5,2252.4,2024-05-25 12:53:34,2023-12-14 08:14:24
d1b92708-b7da-4971-a59d-cc695b506a99,a3f526c1-7527-44b2-968b-b367884a7601,Rodriguez-Johnson,8,568.2,2024-02-15 07:27:04,2024-09-04 09:48:24
829ea753-478b-4387-92be-f1bccd7f97cb,432ea177-58d3-459a-bc2c-14dc2c3d1f46,Malone PLC,4,314.2,2024-05-25 17:07:30,2024-07-01 14:03:33
357167db-949f-4466-8892-a32e88dd9f51,99629988-8745-4ad8-8043-190e254ca76d,Jones-Young,4,1065.76,2024-07-21 00:11:22,2024-01-02 15:23:20
fb43b44c-3ec7-4098-bff5-e61e5a79d6f6,5f5008e9-1e15-49b4-9637-4f407f3e08dd,Johnson Inc,8,490.11,2024-10-19 20:20:50,2024-04-10 14:32:36
7a6d9b43-10b9-4cff-a408-3aaa0cebf5d0,b98e32b1-b3af-4576-9144-a5b73eaf5cf1,Massey Group,9,921.24,2023-12-03 09:29:03,2024-09-24 00:34:00
49d62b74-3f77-4724-85bd-b2476246bb9b,0c52078d-f6e5-4f98-841d-7904afeb6d91,Salas-Morgan,2,2303.3,2024-10-06 02:12:56,2024-09-20 18:55:22
a2f90470-48f4-4cf9-be99-55ec71aca9b2,28ea717d-cf08-4fd5-9910-55ce23afba92,"French, Daniels and Wells",9,2857.75,2023-12-11 03:27:06,2024-04-19 12:39:36
1a5acd1a-3607-49d0-ac92-78d889c2d3eb,ae0aa7d4-e058-40ba-a4c3-7c3188dfc767,Hall PLC,6,153.7,2024-11-11 14:16:58,2024-08-02 22:49:14
c25eb3b5-7bd6-460a-bd1a-7f2e0ff05348,00ee0aaf-caed-4aca-b74b-4e523fbe242b,"Robinson, Camacho and Ewing",7,1252.0,2024-04-30 21:48:16,2024-02-23 12:13:18
393559c8-c3b0-4de3-adf1-d6f49ac3b9ac,4f576667-8ede-478b-b828-70e4a42bed2c,Cooper-Davis,3,2240.96,2024-01-14 22:17:56,2024-05-02 20:15:59
dde49d43-fffd-458a-9ac1-04aa16269927,65a99261-a290-46ff-8f57-ca297cb90033,Roth Ltd,8,841.14,2024-05-13 16:48:50,2024-10-19 14:50:09
332f01a0-e1da-430e-958e-8e7803cd91bd,087eff68-5ee7-4eb8-b4ae-4e5e73378481,Valdez-Stone,10,57.64,2024-07-27 14:17:55,2024-02-04 09:15:53
3808a015-54b6-4ed2-8010-303fe7d6ef4a,79792524-aebe-4894-bfbc-b327faa03da1,Reed-Pope,5,532.24,2024-05-28 02:28:50,2023-11-19 14:40:11
6dcbc040-ed83-4f10-97f3-11e99cd7fd6d,6326c232-081b-45d4-8836-9bbc4117f9fe,"Smith, Matthews and Sanchez",3,2951.82,2024-03-21 23:07:27,2024-07-01 21:04:43
45afa108-aef0-48c7-873a-1a957c1e2460,679af944-978b-4975-85e0-8dd51a189025,Salas-Gonzalez,6,1273.96,2024-08-14 00:49:24,2024-04-19 20:25:26
62ab9419-5010-4fd4-b46c-40ebb20c4c03,d2c413bb-bc66-425a-8c32-2e3d1c3421f0,Jones-Gonzalez,7,596.4,2024-07-19 11:11:19,2024-06-15 02:54:48
b6c8f0fe-427a-448d-925c-279cf2aeaf92,0f9bbde8-2b8d-4723-84a1-87f9d6d319cd,Davis-Chambers,9,1278.56,2024-05-10 01:00:26,2024-08-25 02:47:58
313e492d-6ef9-47da-ae61-176d35e56d75,b3112c4e-8862-462a-b650-efaeebd4fb30,Davis-Smith,6,1582.6499999999999,2024-01-15 11:07:16,2024-06-29 12:24:15
